0;12 Nights;247;39;768;4
0;13 (There is A Light);259;43;592;10
0;134340;230;4;596;5
0;"16th Century Man - From ""The Road To El Dorado"" Soundtrack";219;15;199;15
0;19th Nervous Breakdown - Mono;237;41;798;15
0;2 Many Hoes;214;18;229;4
0;2 Minutes ‘Til New Years;161;39;768;8
0;2 Much;152;21;688;16
0;2 Much;152;21;689;20
0;2 Much;152;21;708;17
0;2 Mujeres;189;12;262;10
0;2! 3!;272;4;553;5
0;2! 3!;272;4;566;17
0;20 Min;220;33;590;13
0;2010;77;9;373;19
0;20th Century Fox Fanfare;25;34;608;8
0;21st Century;262;35;288;20
0;21st Century Girl;192;4;566;2
0;21st Century Girl;192;4;553;10
0;22;230;40;444;10
0;22;230;40;445;4
0;22;232;40;586;1
0;22 (Taylor's Version);230;40;717;14
0;22 Two's;208;18;160;8
0;23;239;38;492;2
0;23;239;38;493;21
0;24 Hours;219;26;103;7
0;24/7=Heaven;226;4;503;7
0;24K Magic;225;9;561;2
0;25 To Life;241;16;382;17
0;25 To Life;241;16;384;2
0;26;221;32;570;16
0;28;200;27;753;21
0;2step;153;14;713;20
0;2step (Star.One Remix);205;14;714;11
0;2step (feat. 1.Cuz);153;14;714;11
0;2step (feat. Antytila);153;14;714;3
0;2step (feat. Armaan Malik);153;14;714;4
0;2step (feat. Budjerah);153;14;714;8
0;2step (feat. Chefin);164;14;714;11
0;2step (feat. Denise Chaila);153;14;714;13
0;2step (feat. Ellinoora);153;14;714;20
0;2step (feat. Leto);154;14;714;14
0;2step (feat. Lil Baby);163;14;714;2
0;2step (feat. Potter Payper);153;14;714;10
0;2step (feat. Quevedo);153;14;714;6
0;2step (feat. Ultimo);154;14;714;12
0;2step (feat. reezy);153;14;714;3
0;3 Hour Drive (feat. Sampha);241;2;700;13
0;3 Hour Drive (feat. Sampha);241;2;681;5
0;3 Minutes 'Til New Years;220;39;768;9
0;3 a.m.;319;16;750;16
0;3 a.m.;319;16;346;20
0;3 a.m.;319;16;345;9
0;3 a.m.;319;9;750;21
0;3 a.m.;319;16;348;14
0;30 Something;253;18;296;19
0;30 Something - Live From The Hangar Tour;91;18;305;21
0;30 for 30 Freestyle;253;13;530;4
0;305 To My City;255;13;462;9
0;305 To My City;255;13;459;2
0;34+35;173;3;687;1
0;34+35;173;3;673;1
0;34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix;182;3;687;9
0;3AM on Glenwood;178;13;763;19
0;4 Minutes (feat. Justin Timberlake and Timbaland);245;26;327;11
0;4 Minutes (feat. Justin Timberlake and Timbaland) - Junkie XL Remix Edit;277;26;327;1
0;4 Minutes (feat. Justin Timberlake and Timbaland) - Live;280;26;375;14
0;4 Minutes (feat. Justin Timberlake and Timbaland) - Peter Saves New York Edit;300;26;327;6
0;400 Years;149;8;198;8
0;400 Years;165;8;17;11
0;400 Years;166;8;816;14
0;400 Years - Jamaican Extended Version / 2023;189;8;816;2
0;400 Years - Jamaican Version;180;8;17;9
0;400 Years - Jimpster Remix;378;8;297;4
0;42;237;11;337;19
0;42;237;11;328;20
0;42 - Live in Madrid, 2008;292;11;347;8
0;4422;186;13;569;8
0;444+222;247;33;580;2
0;444+222;247;33;590;5
0;45;203;7;699;6
0;45 (Live At Radio City Music Hall);327;7;801;11
0;45 - Recorded at Electric Lady Studio;206;7;715;19
0;48;247;33;463;12
0;04:22;193;31;758;3
0;04:44;284;18;578;21
0;4pm in Calabasas;240;13;636;20
0;4real4real - Bonus Track;253;28;326;11
0;4th Baby Mama;225;33;716;5
0;4th Baby Mama - Prelude;75;33;716;19
0;4th Of July - Remastered 2009;135;43;85;6
0;5 Am in Toronto;205;13;636;13
0;5th Dimension (feat. Ricco Barrino);203;9;378;6
0;6 De Enero;202;12;436;6
0;6 Foot 7 Foot;248;9;414;4
0;6 Foot 7 Foot (feat. Cory Gunz);248;9;778;11
0;6 God;180;13;520;12
0;6 Inch (feat. The Weeknd);260;5;540;21
0;6 Man;167;13;520;1
0;06:30;250;9;429;8
0;6PM In New York;283;13;520;5
0;7 rings;178;3;621;4
0;7 rings - live;226;3;645;20
0;07/nov;213;18;513;7
0;07/nov;213;5;513;15
0;07/nov;213;33;513;4
0;7/11 - Homecoming Live;184;5;627;17
0;777;165;9;719;3
0;7969 Santa;259;13;811;17
0;7969 Santa;259;13;817;9
0;7am On Bridle Path;239;18;703;14
0;7am On Bridle Path;239;13;703;1
0;8 Out Of 10;195;13;598;10
0;8 Out Of 10;195;18;598;1
0;8am in Charlotte;266;13;811;7
0;8am in Charlotte;266;13;817;16
0;8th Grade;288;28;616;1
0;9;255;13;542;4
0;91;179;7;699;3
0;91 (Live At Radio City Music Hall);117;7;801;1
0;911;172;24;655;21
0;911;172;6;655;5
0;911;172;3;655;11
0;911 - Charli XCX & A. G. Cook Remix;253;24;704;3
0;911 - Charli XCX & A. G. Cook Remix;253;6;704;20
0;99 Problems;234;18;248;9
0;99 Problems - A Cappella (Explicit);230;18;248;2
0;A Beautiful Noise;199;2;681;11
0;A Celebration - Remastered;177;43;69;1
0;A Cinema in Buenos Aires, 26 July 1952;78;26;163;10
0;A Cup Of Coffee - Remixed / Remastered 2023;256;23;795;2
0;A Dancer's Heart;152;30;701;5
0;A Dandelion Dies In The Wind - Stereo Mix;195;15;747;2
0;A Day Without Me - Remastered 2008;193;43;64;13
0;A Day Without Me - Remastered 2008;193;43;63;20
0;A Different Kind Of Blue;121;43;147;4
0;A Dios Le Pido - Live Mi Sangre Tour /2005;248;20;270;13
0;A Dios Le Pido - MTV Unplugged;221;20;432;7
0;A Dios Le Pido - Remastered 2022;205;20;734;2
0;A Dream;226;18;239;11
0;A Dream;252;18;353;20
0;A Dream;252;18;229;12
0;A Dream Come True;306;15;369;6
0;A Dream Come True;306;15;387;21
0;A Escondidas;200;31;667;9
0;A Feeling I've Never Been;224;2;782;12
0;A Foggy Day (In London Town);151;29;272;2
0;A Girl Like Me;256;37;287;17
0;A Good Heart;290;15;539;1
0;A Head Full of Dreams;223;11;536;9
0;A Head Full of Dreams - Live in Buenos Aires;299;11;618;19
0;A Hopeful Transmission;33;11;421;19
0;A Human Body - B-Side;222;34;61;4
0;A Keeper;173;13;744;1
0;A Kind Of Magic - Demo / August 1985;203;34;92;17
0;A Kind Of Magic - Highlander Version;262;34;92;7
0;A Kind Of Magic - Live;501;34;511;6
0;A Kind Of Magic - Live at Wembley '86;521;34;131;8
0;A Kind Of Magic - Remastered 2011;264;34;92;11
0;A Kind Of Magic - Remastered 2011;264;34;93;8
0;A Kiss;274;9;396;13
0;A Lie;226;33;579;7
0;A Lo Clásico;235;12;310;12
0;A Lonely Night;220;3;774;3
0;A Lonely Night;220;42;774;15
0;A Lonely Night;220;42;562;2
0;A Man And A Woman;267;43;254;12
0;A Medio Vivir;281;36;153;6
0;A Message;285;11;276;11
0;A Milli - 2008 / Re-Mastered Version;221;9;778;4
0;A Million Miles Away;249;37;287;12
0;A Mother's Prayer;221;10;263;16
0;A New Argentina;489;26;163;12
0;A New Day Has Come;341;10;223;5
0;A New Day Has Come;341;10;785;3
0;A New Day Has Come - Radio Remix;259;10;223;11
0;A New Star;176;42;766;18
0;A Night Off (feat. Lloyd);193;13;339;1
0;A Nightingale Sang in Berkeley Square;185;29;728;2
0;A No No;187;28;616;21
0;A Perfectly Good Heart;220;40;292;8
0;A Place in this World;199;40;292;8
0;A Quien Quiera Escuchar;249;36;519;20
0;A Quien Quiera Escuchar - Commentary;52;36;521;4
0;A Quien Quiera Escuchar - Full Album Review;83;36;521;21
0;A Rush of Blood to the Head;351;11;228;1
0;A Rush of Blood to the Head - Live in Sydney;410;11;247;11
0;A Sky Full of Stars;267;11;498;19
0;A Sky Full of Stars - Live at the Royal Albert Hall, London;278;11;512;13
0;A Song For You;206;10;317;5
0;A Song For You;251;44;352;5
0;A Song For You;229;29;624;14
0;A Song for You (feat. Chris Botti);282;29;272;6
0;A Song for You - Live from Welcome Home Heroes with Whitney Houston;363;44;510;14
0;A Sort Of Homecoming - Remastered 2009;328;43;85;14
0;A Star Is Born;226;18;354;2
0;A Star Is Born;226;33;354;6
0;A Supplementary Story: You Never Walk Alone;156;4;566;2
0;A TALE OF A KNIGHT;177;33;823;18
0;A Tale By Quincy;96;42;725;18
0;A Tale By Quincy;96;42;724;8
0;A Town Called Jubilee;269;15;476;14
0;A Town Called Jubilee;269;15;475;13
0;A Week Ago;299;18;184;18
0;A Week Ago;300;18;184;21
0;A Whisper;238;11;228;6
0;A Winter's Tale - 2011 Remaster;230;34;156;18
0;A Winter's Tale - 2011 Remaster;230;34;157;19
0;A Winter's Tale - 2011 Remaster;232;34;415;12
0;A Winter's Tale - Cosy Fireside Mix / Remastered 2011;229;34;157;15
0;A Woman's Needs;317;15;140;17
0;A Woman's Worth;303;2;213;17
0;A Woman's Worth;303;2;212;1
0;A Woman's Worth (Live From Allianz Parque Sao Paulo Brazil);113;2;784;2
0;A Woman's Worth (Live From Auditorio Nacional Mexico City, Mexico);122;2;794;14
0;A Woman's Worth (Live From Movistar Arena Bogota, Colombia);124;2;793;17
0;A Woman's Worth (Live from Movistar Arena Buenos Aires, Argentina);118;2;789;18
0;A Woman's Worth (Live from Movistar Arena Santiago, Chile);121;2;790;14
0;A Woman's Worth (Live) - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005;210;2;281;12
0;A Woman's Worth (feat. Nas) - Remix;268;2;212;16
0;A Word In Spanish;279;15;105;10
0;A World to Believe In;248;10;317;21
0;A cause;193;10;298;15
0;A&W;433;7;777;20
0;A-YO;207;24;554;18
0;A.B.C.;143;31;819;17
0;AGUA;204;12;730;5
0;ALIEN SUPERSTAR;215;5;749;5
0;ALL ABOUT YOU;186;17;705;16
0;ALL UP IN YOUR MIND;169;5;749;18
0;ALREADY;222;5;635;9
0;ALREADY;223;5;661;6
0;AMERICA HAS A PROBLEM;198;5;749;11
0;AOK;173;7;786;6
0;AOK;173;9;786;5
0;ARTPOP;247;24;480;15
0;"AS IF IT’S YOUR LAST - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""";222;6;623;21
0;AS IF IT’S YOUR LAST - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-;223;6;653;1
0;AS IF IT’S YOUR LAST - Japanese Version;212;6;617;2
0;AT THE PARTY (feat. Pharrell Williams & Travis Scott);238;33;823;6
0;Abortion;223;9;414;4
0;Above The Law;209;9;396;5
0;Abrazar La Vida;212;25;236;14
0;Abrazar La Vida;215;25;286;6
0;Academia;196;39;324;20
0;Ackrite;219;16;195;13
0;Acquainted;348;42;825;4
0;Acquainted;348;42;529;15
0;Acrobat;270;43;128;20
0;Acrobat - Remastered 2018;270;43;722;19
0;Act My Age;221;23;575;17
0;Act of Contrition;139;26;109;4
0;Action This Day - Live;292;34;265;10
0;Action This Day - Live In Tokyo / November 1982;385;34;72;12
0;Action This Day - Remastered 2011;214;34;72;19
0;Action This Day - Remastered 2011;214;34;73;4
0;Action This Day - Remastered 2011;214;34;409;3
0;Actions;174;19;657;17
0;Actitud;186;20;571;12
0;Acuarela;149;31;792;14
0;Adaptation;283;42;455;13
0;Addicted;214;27;522;15
0;Addicted;300;17;235;15
0;Addicted to You;147;38;388;14
0;Adeste Fideles (O Come All Ye Faithful);283;10;182;18
0;Adictiva (Live);185;12;682;14
0;Adicto;300;17;235;15
0;Adiós;239;36;519;13
0;Adiós - Commentary;44;36;521;11
0;Adventure of a Lifetime;263;11;536;21
0;Adventure of a Lifetime - Live in Buenos Aires;306;11;618;19
0;Aeroplane;285;35;152;2
0;Aeroplane;285;35;151;19
0;Afire Love;314;14;500;10
0;Afire Love;314;14;#N/D;8
0;Africa Unite;175;8;55;12
0;African Herbsman;123;8;198;4
0;African Herbsman - King Kooba Remix;243;8;297;16
0;After All;208;15;711;16
0;After All (feat. Bryan Adams);217;29;467;7
0;After All (feat. Bryan Adams);217;29;466;2
0;After Hours;361;42;825;8
0;After Hours;361;42;651;10
0;After Hours;361;42;650;6
0;After Hours - Live;267;42;773;8
0;After Last Night (with Thundercat & Bootsy Collins);249;9;719;17
0;After Love (Part 1);165;27;726;15
0;After Midnight;226;9;381;4
0;After Party;225;12;436;12
0;After Party;225;12;435;12
0;After Tonight;254;28;194;17
0;After We Make Love;307;44;118;1
0;Afterglow;223;40;637;2
0;Afterlife;254;35;759;16
0;Again;301;19;293;4
0;Against All Odds (Take A Look At Me Now);204;28;194;18
0;Agua de Jamaica;176;27;685;1
0;Ahi Le Va;183;20;200;2
0;Ahora Dice - Live;199;31;772;17
0;Ahí Estas Tú;202;25;518;18
0;Aim High;258;19;473;20
0;Ain't Gonna Look The Other Way;264;10;261;18
0;Ain't It Fun;296;32;465;11
0;Ain't It Fun;296;32;464;18
0;Ain't No - Live On MTV Unplugged / 2001;61;18;218;14
0;Ain't No Nigga;242;18;160;13
0;Ain't Nothing Like The Real Thing;214;15;140;12
0;Ain't Shit;174;3;696;11
0;Ain't Too Proud To Beg;211;41;27;4
0;Airplane pt.2;218;4;596;10
0;Airplane pt.2;218;4;601;4
0;Airplane pt.2 - Japanese ver.;220;4;#N/D;20
0;Airplanes (feat. Hayley Williams of Paramore);180;9;378;8
0;Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore);319;9;378;8
0;Akidagain;221;9;381;3
0;Al Despertar;254;17;165;5
0;Alabao;240;17;187;16
0;Alejandro;274;24;359;12
0;Alfred - Interlude;30;16;680;10
0;Alfred - Interlude;30;16;646;10
0;Alfred - Intro;17;16;680;9
0;Alfred - Outro;39;16;646;7
0;Alfred’s Theme;339;16;680;10
0;Alguien Como Tú;288;17;180;4
0;Alguien Soy Yo;239;17;300;15
0;Alguna Vez;179;20;571;21
0;Alibi;183;24;604;20
0;Alibi;183;24;605;18
0;Alice;177;24;655;14
0;Alice;177;3;655;2
0;Alice;177;6;655;2
0;Alice - LSDXOXO Remix;160;24;704;19
0;Alice - LSDXOXO Remix;160;6;704;18
0;Alive;263;39;556;13
0;All About You - Remastered;257;41;60;21
0;All Across The Havens;172;15;1;17
0;All Along The Watchtower - Live - Rattle & Hum Version;264;43;106;14
0;All Around Me;136;21;648;2
0;All Around The World;232;18;239;12
0;All Around The World;232;18;229;13
0;All Around The World;244;21;440;13
0;All Around The World;244;21;434;11
0;All Around The World - Acoustic Version;156;21;461;14
0;All Bad;182;21;495;11
0;All Because Of You;214;43;254;15
0;All By Myself;310;10;785;4
0;All By Myself;312;10;159;14
0;All By Myself - Live at Bell Centre, Montreal, Canada - 2008;316;10;379;5
0;All By Myself - Live at TD Garden, Boston, Massachusetts - 2008;306;10;319;18
0;All Day All Night - Jamaican Version;207;8;17;7
0;All Dead, All Dead - Remastered 2011;189;34;44;21
0;All Dead, All Dead - Remastered 2011;189;34;45;5
0;All Down The Line;229;41;12;8
0;All Down The Line;229;41;11;16
0;All Down The Line - Live;236;41;425;21
0;All Down The Line - Live;266;41;546;21
0;All Down The Line - Live;286;41;576;16
0;All Down The Line - Live;297;41;584;20
0;All Down The Line - Live;318;41;544;2
0;All Down The Line - Live;322;41;560;16
0;All Down The Line - Live At The El Mocambo 1977;252;41;733;15
0;All Falls Down;223;18;257;18
0;All God's People - Remastered 2011;261;34;122;21
0;All God's People - Remastered 2011;261;34;120;17
0;All I Ask;271;1;534;16
0;All I Do Is Dream of You;152;29;357;20
0;All I Do Is Dream of You;152;29;358;13
0;All I Know;321;42;562;15
0;All I Know (feat. Future);321;42;774;3
0;All I Know (feat. Future);321;3;774;12
0;All I Live For - 1993;202;28;671;4
0;All I Live For - Extended Version;268;28;803;1
0;All I Need;265;18;214;12
0;All I Need;265;18;353;7
0;All I Want For Christmas Is You;242;28;392;14
0;All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey;240;21;400;15
0;All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey;240;21;403;13
0;All I Want For Christmas Is You - Magical Christmas Mix;269;28;677;4
0;All I Want Is You;216;21;403;3
0;All I Want Is You;216;21;400;5
0;All I Want Is You;389;43;106;4
0;All I Want For Christmas Is You;171;29;419;3
0;All I Want For Christmas Is You;174;29;420;17
0;All I Want For Christmas Is You;174;29;720;6
0;All I Want For Christmas Is You;241;28;145;13
0;All I Want For Christmas Is You;241;28;639;2
0;All I Want for Christmas Is You - Bonus Track;226;3;709;4
0;All I Want for Christmas Is You - Live at The Cathedral of St. John The Divine;305;28;639;19
0;All I Wanted;225;32;355;5
0;All I've Ever Wanted;232;28;803;20
0;All I've Ever Wanted;232;28;138;9
0;All In It;231;21;533;21
0;All In One - Cordovan Remix;317;8;297;21
0;All In Your Mind;283;28;117;20
0;All Me;270;13;459;5
0;All My Heroes;183;7;573;12
0;All My Heroes (Live At Radio City Music Hall);396;7;801;2
0;All My Heroes - MTV Unplugged;211;7;587;2
0;All My Life;309;28;215;9
0;All Night;322;5;540;2
0;All Night Parking (with Erroll Garner) Interlude;161;1;721;5
0;All Of The Lights;299;18;394;19
0;All Of The Lights (Interlude);62;18;394;11
0;All Of Your Love;286;41;564;17
0;All Quiet On The Western Front - Remastered 2003;367;15;71;20
0;All She Wanna Do;191;19;755;14
0;All She Wanna Do (with Saweetie);195;19;755;7
0;All She Wanna Do - Piano Version;213;19;769;20
0;All That I'm Allowed (I'm Thankful);292;15;266;4
0;All That Matters;191;21;495;6
0;All The Girls Love Alice - Live At Madison Square Garden;296;15;304;21
0;All The Girls Love Alice - Remastered 2014;308;15;21;1
0;All The Man That I Need;251;44;118;5
0;All The Nasties;309;15;9;16
0;All The Nasties - Remastered 2016;307;15;738;11
0;All The Parties (feat. Chief Keef);218;13;817;5
0;All The Parties (feat. Chief Keef);218;13;811;9
0;All The Rage;251;41;666;9
0;All The Way Down;192;41;80;11
0;All Things Go;293;3;514;9
0;All Too Well;327;40;445;8
0;All Too Well;327;40;444;12
0;All Too Well;329;40;586;17
0;All Too Well (Taylor's Version);329;40;717;11
0;All We Know;193;32;277;9
0;All You Had To Do Was Stay;193;40;508;13
0;All You Had To Do Was Stay;193;40;507;21
0;All You Had To Do Was Stay (Taylor's Version);193;40;813;12
0;All You Had To Do Was Stay (Taylor's Version);193;40;814;11
0;All at Once;266;44;87;21
0;All at Once;268;44;88;21
0;All by Myself (Live in Quebec City) - Live from Quebec City, Canada - July 2013;290;10;497;5
0;All of Me;187;29;358;20
0;All of Me;187;29;357;14
0;All of Me;269;19;473;5
0;All of Me - Live from Spotify Milan;291;19;481;17
0;All of the Stars;237;14;#N/D;2
0;All the Man That I Need - Live from Welcome Home Heroes with Whitney Houston;307;44;510;15
0;Allure;292;18;248;13
0;Allure - A Cappella (Explicit);289;18;248;7
0;Almost Famous;292;16;384;19
0;Almost Famous;292;16;382;3
0;Almost Hear You Sigh - Remastered;277;41;114;19
0;Almost Is Never Enough;327;3;458;18
0;Almost Is Never Enough (with Nathan Sykes);327;3;802;20
0;Alone;203;10;317;12
0;Alone;221;37;764;16
0;Alone;228;3;696;12
0;Alone - Live at Bell Centre, Montreal, Canada - 2008;210;10;379;15
0;Alone - Live at TD Garden, Boston, Massachusetts - 2008;268;10;319;20
0;Alone Again;250;42;650;18
0;Alone Again;250;42;651;6
0;Alone Again - Live;167;42;773;6
0;Alone In Love;251;28;117;9
0;Already Home;269;18;354;16
0;Already Home;269;33;354;18
0;Already Over Me - Remastered;324;41;171;21
0;Alright;200;19;285;11
0;Alright;214;19;242;14
0;Always;206;19;657;5
0;Always;228;43;672;7
0;Always Be My Baby;258;28;154;9
0;Always Be My Sunshine;283;18;173;14
0;Always Be Your Girl;253;10;478;16
0;Always Forever Now;384;43;147;15
0;Always Love You;257;15;711;20
0;Always Remember Us This Way;210;24;605;10
0;Always Remember Us This Way;210;24;604;3
0;Always Suffering - Remastered;283;41;171;10
0;Always in My Head;216;11;498;21
0;Always in My Head - Live at the Royal Albert Hall, London;237;11;512;19
0;Always in My Head - Live in Buenos Aires;221;11;618;21
0;Always on My Mind;269;29;307;5
0;Always on My Mind;269;29;308;16
0;Am I Wrong;213;4;566;1
0;Am I Wrong;213;4;553;15
0;Am-A-Do;186;8;121;13
0;Am-A-Do;200;8;23;8
0;Amar haciendo el amor;250;10;174;4
0;Amarillo;219;38;572;14
0;Amarillo - El Dorado World Tour Live;254;38;640;5
0;Amazes Me;275;15;113;5
0;Amazing;223;26;206;11
0;Amazing;245;14;809;18
0;Amazing;245;14;807;15
0;Amazing - Live from Kia’s Living Room;174;14;809;1
0;Amazing Day;271;11;536;10
0;Ambush In The Night;192;8;55;12
0;Amen;153;8;119;17
0;Amen;156;8;142;4
0;Amen (feat. Teezo Touchdown);141;13;811;10
0;Amen (feat. Teezo Touchdown);141;13;817;13
0;American Dreamin';287;18;315;9
0;American Dreamin' - A Cappella;270;18;316;5
0;American Gangster;221;18;315;4
0;American Gangster - A Cappella;150;18;316;15
0;American Ghost Dance - Remastered;231;35;89;19
0;American Life;297;26;241;14
0;American Life - Live at the Coliseu dos Recreios, Lisbon, Portugal, 1/12-23/2020;258;26;707;4
0;American Soul;261;43;592;10
0;American Town;197;14;809;19
0;American Town;197;14;807;16
0;American Town - Live from Kari’s Living Room;195;14;809;11
0;American Triangle;289;15;216;9
0;Americano;246;24;399;16
0;Americano;246;24;695;12
0;Americano;246;24;398;15
0;Amigo Vulnerable;241;17;300;8
0;Amigos;215;20;364;16
0;Amityville;254;16;204;16
0;Amor;207;36;197;4
0;Amor Argentina - Live in Buenos Aires;316;11;618;14
0;Amor Genuino;178;31;644;8
0;Amor Genuino - Live;183;31;772;2
0;Amor Gitano;228;5;309;17
0;Amor Secreto;212;25;222;12
0;Amor Secreto;214;25;454;12
0;Amoreena;260;15;630;20
0;Amoreena;300;15;4;11
0;Amoreena - Live Radio Broadcast;294;15;6;18
0;Amores Prohibidos;195;20;808;1
0;Amores Prohibidos;195;20;788;21
0;Amsterdam;319;11;228;11
0;Amsterdam - Live in Sydney;320;11;247;3
0;Amy;243;15;13;8
0;Amy - Remastered 2017;242;15;14;6
0;An Cat Dubh - Remastered 2008;286;43;63;11
0;An Cat Dubh - Remastered 2008;286;43;64;15
0;Anaconda;260;3;514;1
0;And I Love Her (Alternate Take);186;8;141;6
0;And The Clock Goes Round - Stereo Mix;190;15;747;11
0;And The House Fell Down;288;15;291;20
0;And You Don't Remember;265;28;124;9
0;Angel;164;33;289;13
0;Angel;233;20;571;18
0;Angel;236;26;86;13
0;Angel;377;42;529;15
0;Angel (Interlude) (feat. Stacy Barthe);84;19;473;18
0;Angel (the prelude);64;28;356;6
0;Angel Down;229;24;554;11
0;Angel Down - Work Tape;139;24;554;13
0;Angel Of Harlem;229;43;106;17
0;Angel Tree - Stereo Mix;124;15;747;1
0;Angel in Your Eyes (feat. Sia, Diplo, and Labrinth);186;39;626;4
0;Angeline;235;15;95;3
0;Angels Cry;241;28;356;20
0;Angels Too Tied To The Ground;214;43;77;16
0;Angie - Giles Martin 2020 Mix;272;41;666;20
0;Angie - Live;209;41;560;11
0;Angie - Live;233;41;544;13
0;Angie - Live;245;41;742;15
0;Angie - Live;249;41;546;7
0;Angie - Live;254;41;615;13
0;Angie - Live / Remastered 2009;208;41;148;10
0;Angie - Live At Madison Square Garden, USA / 2003;209;41;264;21
0;Angie - Remastered 2009;272;41;20;9
0;Angie - Remastered 2009;272;41;628;8
0;Angry;226;41;812;10
0;Angry;226;41;822;19
0;Angry - Live at Racket, NYC;260;41;822;4
0;Animal City;195;38;284;11
0;Anklebiters;137;32;465;17
0;Anklebiters;137;32;464;10
0;Annie Wants a Baby;220;35;413;19
0;Another (feat. Lil' Kim) - 2014 Remaster;255;18;167;15
0;Another Again;241;19;293;19
0;Another Dance;181;8;186;8
0;Another Dance;181;8;299;17
0;Another One Bites The Dust - 2011 Remaster;214;34;608;11
0;Another One Bites The Dust - Live;296;34;511;9
0;Another One Bites The Dust - Live At Summer Sonic, Tokyo, Japan, 2014;202;34;670;18
0;Another One Bites The Dust - Live at Wembley '86;358;34;131;21
0;Another One Bites The Dust - Remastered 2011;214;34;61;1
